donnemartin,0.0005664349042642882,19
kennethreitz,0.00121837839039519,15
mitsuhiko,0.0005835851420558974,13
jakubroztocil,0.0003992890322615829,22
nvbn,0.00044581245662163294,4
rg3,0.0002997623518489512,17
toddmotto,0.0002658541781811538,10
josephmisiti,0.0002653407349693407,16
minimaxir,0.0004068081028114064,7
fchollet,0.00027062537942338077,14
soimort,0.0002991141195021295,23
floodsung,0.00033684539951175116,26
Valloric,0.00028847575380257137,20
alexjc,0.0003363344784612346,28
vinta,0.00031234740445933347,11
eriklindernoren,0.00042397283999620465,1
faif,0.0002625891631804007,3
chrissimpkins,0.0003700446635047889,18
wangshub,0.0003020956329664188,2
miguelgrinberg,0.0008016155711102229,12
fxsjy,0.00029550150291246107,21
ageitgey,0.0002530758653289638,24
keon,0.00042912917382227725,5
tomchristie,0.00036347611886581715,6
s0md3v,0.0005205500914155511,30
littlecodersh,0.0002992423655446479,25
apenwarr,0.0003639833896449096,29
binux,0.0002932366304554564,27
rushter,0.0003359228901935672,8
astorfi,0.000436564177995659,9
