donnemartin,389.8858688999997,6
kennethreitz,1251.645146999998,1
mitsuhiko,622.9118450000001,2
jakubroztocil,138.21375350000005,11
nvbn,180.05631230000026,10
rg3,312.68942200000004,7
toddmotto,89.71547470000006,14
josephmisiti,117.00906249999994,12
minimaxir,50.30660330000003,22
fchollet,7.432988999999999,30
soimort,98.35778020000005,13
floodsung,23.801728700000012,28
Valloric,69.58596169999997,17
alexjc,11.969292999999999,29
vinta,515.2679610000005,5
eriklindernoren,312.47599200000036,8
faif,89.63999599999997,15
chrissimpkins,60.787666899999984,18
wangshub,59.51977499999997,19
miguelgrinberg,289.30528789999994,9
fxsjy,56.61032200000003,20
ageitgey,40.26336990000001,25
keon,565.3492769999993,4
tomchristie,600.0368159999999,3
s0md3v,70.15756319999997,16
littlecodersh,38.80321699999998,26
apenwarr,44.904248500000016,24
binux,52.64573600000001,21
rushter,31.74109579999997,27
astorfi,46.571225000000005,23
