donnemartin,993.4000000000889,2
kennethreitz,1375.000000000175,1
mitsuhiko,688.2000000000189,3
jakubroztocil,161.1999999999994,10
nvbn,229.79999999999558,9
rg3,316.3999999999906,8
toddmotto,147.2000000000002,11
josephmisiti,342.19999999998913,7
minimaxir,55.200000000000294,17
fchollet,8.000000000000004,20
soimort,120.80000000000118,12
floodsung,36.39999999999998,18
Valloric,94.80000000000081,14
alexjc,12.999999999999986,19
vinta,567.399999999992,4
eriklindernoren,354.9999999999884,5
faif,116.60000000000112,13
chrissimpkins,63.80000000000041,16
wangshub,64.00000000000037,15
miguelgrinberg,353.99999999998823,6
